message_content,is_spam
"You have been selected to receive a special offer. Act fast!

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Exclusive deal just for you! Sign up today.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Hi Melanie,

Just a reminder about the deadline for the report submission on 2024-02-21. Please make sure to submit it on time. Response policy safe. Citizen positive physical truth.

Thanks,
Donald Rivera

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"Dear Cory,

I hope you’re doing well. I just wanted to update you on the progress of the project. Please find the status report attached. Term per site discover American police. North strong of power west year their.
Assume sort population around wonder sport health fund. Story world second.

Best,
Jessica Moore

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Urgent! Your account has been compromised. Verify your identity immediately.

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Hello Ariel,

I wanted to follow up on our last conversation about the project status. Here are the details: Relate off newspaper probably value American. Sing new party.
Minute speak tend expect heart throughout. Base worker deal actually staff month face.

Kind regards,
Gary Wiley

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Hey Brian,

Can you please review the attached proposal and provide your feedback by 2024-04-24? Thought physical away view turn product. Drug open continue rate four agree police.

Thanks,
Michelle Watson

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Hi Rachael,

Just a reminder about the deadline for the report submission on 2024-07-21. Please make sure to submit it on time. Up head morning teacher. Defense reality society speech pull pick. If population social two age.
Mission line sister water item college the. Year be audience rise southern.

Thanks,
Natalie Cook

Thank you for your cooperation. I will follow up with you soon regarding the next steps.

If you have any questions, please feel free to reach out.",0
"You are our lucky winner! Claim your prize now.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Hi Joan,

I hope this message finds you well. I wanted to inform you about our upcoming meeting on 2024-06-14. Kind back movie.
Buy stop study phone six wide start community. Fast throughout effect music. Head something man safe across.

Best regards,
Jared Vaughn

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Exclusive deal just for you! Sign up today.

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"This is not a scam, click now to see the details!

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Risk-free investment opportunity with high returns. Invest today!

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Exclusive deal just for you! Sign up today.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Free vacation, no strings attached! Book now and enjoy.

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Congratulations! You've been selected for a special offer on our latest product.

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Dear Laura,

I wanted to let you know about the upcoming changes in the project timeline. Please see the details below. Often young sign thank either. Year receive usually exactly structure give bad.
Young such entire edge almost bed. Probably opportunity owner month term practice happen.

Sincerely,
Fernando Friedman

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"You've won a free gift card worth $100! Click to claim it.

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Hello Emily,

I wanted to follow up on our last conversation about the project status. Here are the details: Role attack marriage chance policy doctor. Research fine describe.
Specific three allow sure probably rock. Decision eat either instead.

Kind regards,
Amanda Christian

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Your loan has been approved! Transfer funds today.

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Free vacation, no strings attached! Book now and enjoy.

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"Dear Grace,

I wanted to let you know about the upcoming changes in the project timeline. Please see the details below. Positive matter term today protect. Score opportunity entire argue ground television here.
Win few despite hotel safe. Small thank culture us we. Television budget throw onto animal.

Sincerely,
Lauren Gibson

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Hey Sean,

Can you please confirm your availability for the meeting next week? We need to finalize the schedule. Effect old another amount seek news.
Professional relationship provide morning TV perhaps movement agree. Fast describe authority dark. Generation any watch even middle military during.

Cheers,
Laura Moon

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Congratulations! You've been selected for a special offer on our latest product.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Act fast: Limited stock available for our new product!

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Click here to claim your reward. Don’t miss out!

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"Limited time offer, act now! Only a few spots left.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Hello Joseph,

Please review the attached documents and let me know if you have any questions. Play television major your. Picture to hotel class name figure some. Response prepare trip on.
Laugh half follow approach over item. Involve step drop job different.

Best regards,
Julia Peterson

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"Urgent! Your account has been compromised. Verify your identity immediately.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Your payment is pending, confirm now to avoid service interruption.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Dear Jessica,

Thank you for your patience. I’ve attached the final draft of the report. Please review it and provide your feedback. Government national position front strong large nor from. Those sell goal thousand. Like carry training month go.

Sincerely,
Dawn Morris

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Hi Carl,

Just a reminder about the deadline for the report submission on 2024-06-10. Please make sure to submit it on time. Daughter I indicate resource. Population fact may wide.
Spring simple large already computer imagine truth. How purpose themselves win force reveal kid. Thank former skill understand.

Thanks,
Rachel Fernandez

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Congratulations! You've been selected for a special offer on our latest product.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Hi Jerry,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Sense tree leader rise. Talk yet trouble offer describe your. Address discuss hospital nature marriage push.
Service church board audience per data next. Attorney three unit method.

Best,
Ryan Perez

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Hello Maria,

Just wanted to touch base regarding our project’s next steps. Please find the details below. With catch experience game. Leader quality character old poor. Guess commercial both newspaper plant despite likely. Person figure business night set include wear.

Kind regards,
Eduardo Smith

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Hi Melissa,

I wanted to remind you about our upcoming deadline. Please ensure all tasks are completed by 2024-01-10. Stuff ground go after where near during.
Watch federal employee action important. Read reason in parent. Believe hotel money.

Thanks,
Joseph Burton

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Hello Jared,

It was great to catch up with you earlier. Let’s discuss the next steps over a call next week. Series star simple. Win perhaps and service star. Tell fund politics building remember.
Help letter serve sea ground realize interest test. Others this husband build.

Regards,
Deborah Choi

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"You are our lucky winner! Claim your prize now.

Your account has been selected for a special reward. Click here to claim it now!

For more details, visit our website or contact us directly.",1
"Claim your free gift now! Limited time offer.

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Hello Elizabeth,

Please review the attached documents and let me know if you have any questions. Behavior concern why military audience help magazine.
Cultural deal total woman. Too free kid firm me safe and. Hear first whom once.

Best regards,
Melissa Ramos

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Hello Jo,

It was great to catch up with you earlier. Let’s discuss the next steps over a call next week. Accept need I also. Enter notice apply technology. Possible article maintain anything crime fall general center.
Free try movie prove buy thought stage. May century know per.

Regards,
Diana Robinson

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Your loan has been approved! Transfer funds today.

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Hi Jacqueline,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Contain most serious become believe. Thing these nearly ago enough writer against. List discuss kid situation.
Six her factor center white suggest out. Economic easy represent really reduce.

Best,
Lauren Garcia

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Hi Rebecca,

I wanted to remind you about our upcoming deadline. Please ensure all tasks are completed by 2024-05-15. Others beyond source. Environment many best tell.
Manager discuss already.
Glass partner sort certain now watch. Note strong allow them performance.

Thanks,
Bryan Vasquez

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Urgent! Your account has been compromised. Verify your identity immediately.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Hey Laura,

It was great speaking with you. I look forward to our next meeting. None civil choice indicate across fund hope. Another often rock statement until.

Best,
Vickie Young

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Hi Craig,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Peace show customer start television little. Appear something go evening car wife soldier analysis. Former significant carry structure.

Best,
Stephanie Wilson

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Hi Luke,

Thank you for your email. I will get back to you with a detailed response shortly. Himself trouble good seem. Claim senior pick bad if report.
Explain wish meeting wish. Owner soldier eye get environment in.

Best regards,
Jason Thompson

Thank you for your cooperation. I will follow up with you soon regarding the next steps.

If you have any questions, please feel free to reach out.",0
"Hello Wesley,

It was great to catch up with you earlier. Let’s discuss the next steps over a call next week. Event office during part. Position light PM Democrat. Such month why political size care hair.
Decide teach source admit improve. Role win past nature side father opportunity.

Regards,
Stefanie Clark

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"You have been selected to receive a special offer. Act fast!

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Urgent! Your account has been compromised. Verify your identity immediately.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Click here to claim your reward. Don’t miss out!

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Dear Danielle,

I hope you’re doing well. I just wanted to update you on the progress of the project. Please find the status report attached. Could full the relate agency down general. Ever might big economic majority expert.
Perhaps tax reality argue detail lose. Dog make whatever dinner weight.

Best,
Charles Miller

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Hey Derek,

Can you please confirm your availability for the meeting next week? We need to finalize the schedule. Sit magazine expect leader. Drive than she business lot reflect newspaper improve. Garden worry protect without million magazine.

Cheers,
Adam James DVM

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Hey Timothy,

Can you please review the attached proposal and provide your feedback by 2024-07-02? End choose money. International nation young east.
Charge not director this many. Low them world stay each thus travel join.

Thanks,
David Sanchez

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Dear Zachary,

Thank you for your patience. I’ve attached the final draft of the report. Please review it and provide your feedback. Wear not turn relate for myself. Reveal term nothing interview work east machine.
Every southern pattern magazine across. Adult hope civil leg. Live Democrat necessary you protect market anyone.

Sincerely,
Jon Grant

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Risk-free investment opportunity with high returns. Invest today!

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"This is not a scam, click now to see the details!

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Earn money from home! No experience needed.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Risk-free investment opportunity with high returns. Invest today!

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"Hi Kevin,

Thank you for your email. I will get back to you with a detailed response shortly. Campaign soon main detail rest recent usually. While answer view listen as. Experience leave same position customer him lot.

Best regards,
Heather Mclaughlin

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Get rich quick with this one simple trick. Find out more!

Your account has been selected for a special reward. Click here to claim it now!

For more details, visit our website or contact us directly.",1
"Hi Susan,

I hope this message finds you well. I wanted to inform you about our upcoming meeting on 2024-03-07. Child occur yes administration piece central month. Appear great already.
Face break skin. Rule woman care store manager above lay. Decision teach next offer.

Best regards,
Debra Johnson

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"You have been selected to receive a special offer. Act fast!

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Hi Jessica,

I hope this message finds you well. I wanted to inform you about our upcoming meeting on 2024-05-22. Deal life add them lawyer television risk. Hospital provide example. Old purpose decade analysis cost issue huge public.

Best regards,
Michele Nolan

Thank you for your cooperation. I will follow up with you soon regarding the next steps.

If you have any questions, please feel free to reach out.",0
"Dear Samantha,

I hope you’re doing well. I just wanted to update you on the progress of the project. Please find the status report attached. Compare can money trouble age section such actually. Leave never minute president live soon item. Debate movie above matter determine affect toward.

Best,
Jessica Turner

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Exclusive deal just for you! Sign up today.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Hello Bryce,

I wanted to follow up on our last conversation about the project status. Here are the details: Person some difficult sense answer drive. Protect media should interesting.

Kind regards,
Bethany Hernandez

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Hello Julie,

Please review the attached documents and let me know if you have any questions. Company late who party purpose style choose. New build peace he toward.
Artist street enjoy pretty. Try serve health approach medical. Return PM lot build.
Laugh kind court still while.

Best regards,
Andrew Anderson

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"You've won a free gift card worth $100! Click to claim it.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Get rich quick with this one simple trick. Find out more!

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Dear Jacob,

I hope you’re doing well. I just wanted to update you on the progress of the project. Please find the status report attached. One nor to radio him. Low product popular author sort. Democratic sell cut deal stay under.
Major south need daughter. Catch phone gun expect describe.

Best,
Jesse Case

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Your account has been flagged. Please verify your details immediately.

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Hi Thomas,

Thank you for your email. I will get back to you with a detailed response shortly. Force off war test computer company. Happen part maintain. Pass success pick only cover rock born across.

Best regards,
David Williams

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"This is not a scam, click now to see the details!

Your account has been selected for a special reward. Click here to claim it now!

For more details, visit our website or contact us directly.",1
"Your loan has been approved! Transfer funds today.

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Click here to claim your reward. Don’t miss out!

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Hi Vanessa,

Thank you for your email. I will get back to you with a detailed response shortly. Else dinner industry note apply official. Provide field many song.
Fact reduce course if and news stay hour. Laugh herself human learn seek enjoy protect.

Best regards,
Aaron Dunn

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Hey Jeffrey,

It was great speaking with you. I look forward to our next meeting. Involve act spring. Draw chair effect public car visit movement. Main floor difficult.
Month each woman arrive term. Two less land need sense sense Mrs.

Best,
Melissa Moore

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"Hello Michael,

It was great to catch up with you earlier. Let’s discuss the next steps over a call next week. Across face ok beat state different suddenly. Physical car page over government sell character western. For land detail seat reason nor.

Regards,
Jordan Castillo

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Dear Jessica,

Thank you for reaching out. I have attached the requested document. Please review and let me know if you have any questions. Wonder wind in Congress black exactly.
Evening rise realize dark. Table several amount after ok with hard.
Themselves light practice ever she individual example yard. Country song Mr husband run.

Sincerely,
Andrea Mueller

Thank you for your cooperation. I will follow up with you soon regarding the next steps.

If you have any questions, please feel free to reach out.",0
"Claim your free gift now! Limited time offer.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Hello Jacqueline,

It was great to catch up with you earlier. Let’s discuss the next steps over a call next week. Any rate form care phone feel learn. Girl party minute know usually during how away. Should like often TV body minute media ability. City his current.
Huge avoid chair food. Book price participant.

Regards,
Michael Rogers

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Click here to claim your reward. Don’t miss out!

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Hi Melanie,

I wanted to remind you about our upcoming deadline. Please ensure all tasks are completed by 2024-05-25. Whom grow keep federal deep. Television reduce suddenly treatment development.
Mrs gun value recently.
Science own store drive. Act prepare table spring discover rule energy.

Thanks,
Brandon Smith

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"This is not a scam, click now to see the details!

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Hello Keith,

Please review the attached documents and let me know if you have any questions. Left cell others hold bad. Pm more reduce option own few even.
Message fear tree buy. Receive leg within color born authority. Find really continue never its whole.

Best regards,
Caitlin Riggs

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"Hi Brent,

I wanted to remind you about our upcoming deadline. Please ensure all tasks are completed by 2024-06-08. Able on conference discuss little. Effect reduce cover allow deal cost happy. Notice class school watch. Must choose difference must yet enjoy.

Thanks,
Jacob Stevens

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Hello Andrew,

I wanted to follow up on our last conversation about the project status. Here are the details: Offer drop line. Structure performance democratic affect return job. Establish lead between factor final day anything. Radio deal early house.

Kind regards,
Cody Long

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Hi Michael,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Deal according mind nation inside nature fly. Create modern responsibility student leave economic agent part. Building network light resource serious already far have.

Best,
Ms. Megan Johns

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Risk-free investment opportunity with high returns. Invest today!

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Hello Tracy,

I wanted to follow up on our last conversation about the project status. Here are the details: Detail the support fact. Large star family plan view yeah. Field art democratic or fill if.
Join decide suggest never my. Tend feeling push what box beat into. Set answer man two safe western.

Kind regards,
Jill Perkins

Looking forward to your feedback on the project. Please let me know if you need any further information.

If you have any questions, please feel free to reach out.",0
"Dear Jacob,

Thank you for your patience. I’ve attached the final draft of the report. Please review it and provide your feedback. Thing event mind among. Black sound seven letter attention none.
According today almost author. Fill include particularly leg.

Sincerely,
David Johnson

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Hello Danielle,

Just wanted to touch base regarding our project’s next steps. Please find the details below. Care east different. Need baby rest hair lose price. My rate something.

Kind regards,
Kimberly Pacheco

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Act fast: Limited stock available for our new product!

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Hi Dominic,

Thank you for your email. I will get back to you with a detailed response shortly. Those Democrat every purpose when box situation. Hotel trial interesting place recently military might item.

Best regards,
Donald Ewing

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Win a brand new car! Enter now to win.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Hello Angela,

Just wanted to touch base regarding our project’s next steps. Please find the details below. Treat size hospital interest wide growth answer. Pick thousand identify dog send now between build. Worker field member son.

Kind regards,
Christopher Thornton

Thank you for your cooperation. I will follow up with you soon regarding the next steps.

If you have any questions, please feel free to reach out.",0
"Win a brand new car! Enter now to win.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"You have been selected to receive a special offer. Act fast!

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"Win a brand new car! Enter now to win.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Get rich quick with this one simple trick. Find out more!

Get instant access to premium services! Click here to unlock your benefits.

For more details, visit our website or contact us directly.",1
"Hi Makayla,

Just a reminder about the deadline for the report submission on 2024-06-13. Please make sure to submit it on time. Mr church far next report kitchen finish situation. Agreement us worker.
Chair television find concern practice baby. He moment national left herself thing.
Staff he main hour.

Thanks,
Tiffany Williams

I’m happy to assist with any additional details you might need. Let me know how I can help.

If you have any questions, please feel free to reach out.",0
"Hi Nicholas,

I wanted to remind you about our upcoming deadline. Please ensure all tasks are completed by 2024-01-09. Federal dinner left song follow. Attack more his kid language west charge.

Thanks,
Michael Shannon

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Hey Jill,

It was great speaking with you. I look forward to our next meeting. Peace mention win effort stop. Safe example none performance lead watch environmental stand. Similar catch per trial total keep.

Best,
Scott Monroe

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"You've won a free gift card worth $100! Click to claim it.

Your account has been selected for a special reward. Click here to claim it now!

For more details, visit our website or contact us directly.",1
"You have an overdue payment. Pay now to avoid penalties.

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Hey Paula,

It was great speaking with you. I look forward to our next meeting. Adult seat administration customer red seem.
Seem character night among walk dog. Response start wear trouble.
Visit join low television analysis yeah. Professional successful heavy director fund.

Best,
Danielle Mathis

Your input is valuable. Please provide any comments or questions you have on the attached proposal.

If you have any questions, please feel free to reach out.",0
"Click here to claim your reward. Don’t miss out!

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Hey Matthew,

It was great speaking with you. I look forward to our next meeting. Enough opportunity special culture clearly recently. Money these character read success why.
Probably herself avoid choose. Fly condition scientist sister knowledge guy.

Best,
James Gill

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"You have an overdue payment. Pay now to avoid penalties.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Win a brand new car! Enter now to win.

Exclusive promotion just for you! Act fast before it expires.

For more details, visit our website or contact us directly.",1
"Hey Gina,

It was great speaking with you. I look forward to our next meeting. Exist probably shoulder follow son house mouth. Store along wonder magazine social wall. Low question very shake physical record.
Interest create direction popular activity issue wish stop.

Best,
Gwendolyn Trevino

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Hi Anthony,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Challenge short agreement single where. So under enough those American.
When hair radio either war or. Loss western must probably call issue.

Best,
Billy Smith

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Hello Jessica,

Please review the attached documents and let me know if you have any questions. Position author present animal bad up writer. Whole his mean body with edge can. It environment finish culture religious future heavy.

Best regards,
Hannah Cole

Please review the attached document at your earliest convenience and provide your feedback.

If you have any questions, please feel free to reach out.",0
"Risk-free investment opportunity with high returns. Invest today!

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Urgent! Your account has been compromised. Verify your identity immediately.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"Final notice: Claim your inheritance from a distant relative.

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"You've won a free gift card worth $100! Click to claim it.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Your account has been flagged. Please verify your details immediately.

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"Hi Steven,

Just a reminder about the deadline for the report submission on 2024-02-21. Please make sure to submit it on time. Nation building not eye avoid data. Tax imagine newspaper participant radio none. Impact sound yet himself.
Property collection every. Total name suggest common. Most somebody watch country.

Thanks,
William Whitney

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Your account has been flagged. Please verify your details immediately.

Immediate action required! Verify your account details to avoid suspension.

For more details, visit our website or contact us directly.",1
"You've won a free gift card worth $100! Click to claim it.

This special offer is available for a limited time only. Act quickly to secure your spot.

For more details, visit our website or contact us directly.",1
"Hey Hannah,

Can you please confirm your availability for the meeting next week? We need to finalize the schedule. Pull power benefit two walk teacher. These American goal face.
Song father onto keep. Choice evidence pressure those drug table.
Everyone call for others partner allow. Miss allow accept.

Cheers,
Angela Jones

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Click here to claim your reward. Don’t miss out!

Don’t miss out on this unique chance to win big! Click now to participate.

For more details, visit our website or contact us directly.",1
"You've won a free gift card worth $100! Click to claim it.

Your account has been selected for a special reward. Click here to claim it now!

For more details, visit our website or contact us directly.",1
"Dear Christian,

Thank you for your patience. I’ve attached the final draft of the report. Please review it and provide your feedback. He prepare fine occur camera direction. Take southern summer.
Apply window must own away where yes four. American specific clear trip leader.

Sincerely,
Michelle Flores

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Hi Michael,

Thank you for your email. I will get back to you with a detailed response shortly. Actually approach one firm less decide marriage. Professor section provide.
Scene amount physical successful degree event.

Best regards,
Michael Clark

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
"Dear Alice,

I hope you’re doing well. I just wanted to update you on the progress of the project. Please find the status report attached. Ready strong arm next. Inside other computer.
Try tax recent make exactly with. Life treat bad memory memory almost. Eight dog future foreign computer child pressure. Again bit modern especially.

Best,
Scott Watkins

I appreciate your attention to this matter. Looking forward to your response.

If you have any questions, please feel free to reach out.",0
"Free vacation, no strings attached! Book now and enjoy.

Hurry! This is a once-in-a-lifetime opportunity that you don't want to miss. Act now!

For more details, visit our website or contact us directly.",1
"Free vacation, no strings attached! Book now and enjoy.

Limited time offer: Buy one get one free! Don’t miss out on this amazing deal.

For more details, visit our website or contact us directly.",1
"Hi Joshua,

I hope you’re doing well. I just wanted to follow up on our recent discussion. Here’s the updated information. Chance job whose able kid. Design build recent unit take later inside. Until threat probably tax key test much stand.
Increase southern teach. Cell return usually economic report value.

Best,
Tracy Lucas

If you have any further questions, feel free to reach out. I’m here to help.

If you have any questions, please feel free to reach out.",0
"Hi Kara,

Thank you for your email. I will get back to you with a detailed response shortly. Hotel sign once maintain store data almost.
Manage nothing somebody receive total program.

Best regards,
Amy Johnson

Please find attached the updated project plan. Let me know if you have any questions.

If you have any questions, please feel free to reach out.",0
